               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,          
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  , Timestamp
 DSO 1      377,0.476     ,-0.79     ,0.99      ,0.0575    ,          ,          ,          ,          ,  -4422237
 DSO 2      373,          ,          ,          ,          ,0.627     ,0.230     ,1.163     ,0.0190    ,  -4413174
 DSO 1      378,0.587     ,-4.96     ,0.99      ,0.0575    ,          ,          ,          ,          ,  -4412237
 DSO 2      374,          ,          ,          ,          ,0.389     ,0.667     ,0.865     ,0.0206    ,  -4403174
 DSO 1      379,0.714     ,0.00      ,3.77      ,0.0734    ,          ,          ,          ,          ,  -4402237
 DSO 2      375,          ,          ,          ,          ,0.488     ,0.667     ,0.885     ,0.0234    ,  -4393174
 DSO 1      380,0.603     ,-1.39     ,0.99      ,0.0476    ,          ,          ,          ,          ,  -4392237
 DSO 2      376,          ,          ,          ,          ,0.151     ,-0.087    ,0.310     ,0.0198    ,  -4383174
 DSO 1      381,0.556     ,1.19      ,-0.99     ,0.0397    ,          ,          ,          ,          ,  -4382237
 DSO 2      377,          ,          ,          ,          ,0.429     ,0.290     ,0.647     ,0.0135    ,  -4373174
 DSO 1      382,0.667     ,-2.98     ,-2.38     ,0.0456    ,          ,          ,          ,          ,  -4372237
 DSO 2      378,          ,          ,          ,          ,0.270     ,0.190     ,0.409     ,0.0175    ,  -4363174
 DSO 1      383,0.746     ,1.39      ,1.39      ,0.0714    ,          ,          ,          ,          ,  -4362237
 DSO 2      379,          ,          ,          ,          ,0.429     ,-0.028    ,0.349     ,0.0226    ,  -4353174
 DSO 1      384,0.730     ,1.98      ,-4.76     ,0.0675    ,          ,          ,          ,          ,  -4352237
 DSO 2      380,          ,          ,          ,          ,0.488     ,0.310     ,0.885     ,0.0187    ,  -4343174
 DSO 1      385,0.556     ,0.00      ,0.20      ,0.0556    ,          ,          ,          ,          ,  -4342237
 DSO 2      381,          ,          ,          ,          ,0.667     ,0.389     ,0.786     ,0.0147    ,  -4333174
 DSO 1      386,0.603     ,-4.56     ,1.19      ,0.0615    ,          ,          ,          ,          ,  -4332237
 DSO 2      382,          ,          ,          ,          ,0.607     ,0.508     ,0.706     ,0.0183    ,  -4323174
 DSO 1      387,0.508     ,0.40      ,-1.19     ,0.0317    ,          ,          ,          ,          ,  -4322237
 DSO 2      383,          ,          ,          ,          ,0.845     ,0.587     ,0.726     ,0.0250    ,  -4313174
 DSO 1      388,0.508     ,-1.39     ,-0.20     ,0.0456    ,          ,          ,          ,          ,  -4312237
 DSO 2      384,          ,          ,          ,          ,0.429     ,0.032     ,0.488     ,0.0163    ,  -4303174
 DSO 1      389,0.683     ,-2.98     ,-2.98     ,0.0575    ,          ,          ,          ,          ,  -4302237
 DSO 2      385,          ,          ,          ,          ,0.131     ,0.230     ,0.349     ,0.0206    ,  -4293174
 DSO 1      390,0.667     ,-0.40     ,-3.57     ,0.0675    ,          ,          ,          ,          ,  -4292237
 DSO 2      386,          ,          ,          ,          ,0.310     ,0.012     ,0.448     ,0.0202    ,  -4283174
 DSO 1      391,0.556     ,-1.39     ,1.19      ,0.0476    ,          ,          ,          ,          ,  -4282237
 DSO 2      387,          ,          ,          ,          ,0.171     ,0.210     ,0.468     ,0.0163    ,  -4273174
 DSO 1      392,0.714     ,0.00      ,-1.98     ,0.0595    ,          ,          ,          ,          ,  -4272237
 DSO 2      388,          ,          ,          ,          ,0.806     ,0.567     ,0.667     ,0.0278    ,  -4263174
 DSO 1      393,0.603     ,-1.39     ,-0.20     ,0.0556    ,          ,          ,          ,          ,  -4262237
 DSO 2      389,          ,          ,          ,          ,0.746     ,0.448     ,0.766     ,0.0167    ,  -4253174
 DSO 1      394,0.714     ,-2.58     ,0.00      ,0.0655    ,          ,          ,          ,          ,  -4252237
 DSO 2      390,          ,          ,          ,          ,0.468     ,0.587     ,0.567     ,0.0171    ,  -4243174
 DSO 1      395,0.587     ,-3.97     ,3.57      ,0.0377    ,          ,          ,          ,          ,  -4242237
 DSO 2      391,          ,          ,          ,          ,0.706     ,0.786     ,0.627     ,0.0242    ,  -4233174
 DSO 1      396,0.603     ,0.20      ,1.98      ,0.0456    ,          ,          ,          ,          ,  -4232237
 DSO 2      392,          ,          ,          ,          ,0.488     ,0.091     ,0.329     ,0.0163    ,  -4223174
 DSO 1      397,0.540     ,1.19      ,3.77      ,0.0536    ,          ,          ,          ,          ,  -4222237
 DSO 2      393,          ,          ,          ,          ,0.468     ,-0.067    ,0.290     ,0.0175    ,  -4213174
 DSO 1      398,0.762     ,-2.78     ,-4.37     ,0.0694    ,          ,          ,          ,          ,  -4212237
 DSO 2      394,          ,          ,          ,          ,0.528     ,0.230     ,0.627     ,0.0171    ,  -4203174
 DSO 1      399,0.683     ,-2.18     ,-1.39     ,0.0655    ,          ,          ,          ,          ,  -4202237
 DSO 2      395,          ,          ,          ,          ,0.429     ,0.310     ,0.508     ,0.0266    ,  -4193174
 DSO 1      400,0.524     ,3.17      ,-1.98     ,0.0536    ,          ,          ,          ,          ,  -4192237
 DSO 2      396,          ,          ,          ,          ,0.647     ,0.349     ,0.845     ,0.0187    ,  -4183174
 DSO 1      401,0.714     ,-0.60     ,-2.58     ,0.0516    ,          ,          ,          ,          ,  -4182237
 DSO 2      397,          ,          ,          ,          ,0.528     ,0.825     ,0.607     ,0.0206    ,  -4173174
 DSO 1      402,0.635     ,0.60      ,-0.40     ,0.0873    ,          ,          ,          ,          ,  -4172237
 DSO 2      398,          ,          ,          ,          ,0.448     ,0.349     ,0.548     ,0.0190    ,  -4163174
 DSO 1      403,0.556     ,-4.17     ,0.99      ,0.0397    ,          ,          ,          ,          ,  -4162237
 DSO 2      399,          ,          ,          ,          ,0.647     ,0.468     ,0.706     ,0.0282    ,  -4153174
 DSO 1      404,0.857     ,0.20      ,0.60      ,0.0615    ,          ,          ,          ,          ,  -4152237
 DSO 2      400,          ,          ,          ,          ,0.667     ,0.429     ,0.746     ,0.0262    ,  -4143174
 DSO 1      405,0.921     ,-2.38     ,0.00      ,0.0397    ,          ,          ,          ,          ,  -4142237
 DSO 2      401,          ,          ,          ,          ,0.310     ,-0.028    ,0.448     ,0.0167    ,  -4133174
 DSO 1      406,0.603     ,-1.39     ,0.20      ,0.0476    ,          ,          ,          ,          ,  -4132237
 DSO 2      402,          ,          ,          ,          ,0.111     ,0.032     ,0.409     ,0.0139    ,  -4123174
 DSO 1      407,0.667     ,-3.17     ,-0.20     ,0.0397    ,          ,          ,          ,          ,  -4122237
 DSO 2      403,          ,          ,          ,          ,0.409     ,0.270     ,0.508     ,0.0210    ,  -4113174
 DSO 1      408,0.762     ,1.39      ,-3.17     ,0.0853    ,          ,          ,          ,          ,  -4112237
 DSO 2      404,          ,          ,          ,          ,0.488     ,0.111     ,0.429     ,0.0115    ,  -4103174
 DSO 1      409,0.556     ,-1.59     ,-0.40     ,0.0516    ,          ,          ,          ,          ,  -4102237
 DSO 2      405,          ,          ,          ,          ,0.607     ,0.548     ,0.865     ,0.0167    ,  -4093174
 DSO 1      410,0.714     ,-3.97     ,1.39      ,0.0714    ,          ,          ,          ,          ,  -4092237
 DSO 2      406,          ,          ,          ,          ,0.627     ,0.448     ,0.528     ,0.0155    ,  -4083174
 DSO 1      411,0.508     ,-1.59     ,1.59      ,0.0298    ,          ,          ,          ,          ,  -4082237
 DSO 2      407,          ,          ,          ,          ,0.508     ,0.567     ,0.627     ,0.0230    ,  -4073174
 DSO 1      412,0.524     ,-1.59     ,3.17      ,0.0536    ,          ,          ,          ,          ,  -4072237
 DSO 2      408,          ,          ,          ,          ,0.548     ,0.389     ,0.825     ,0.0187    ,  -4063174
 DSO 1      413,0.651     ,-1.39     ,3.37      ,0.0278    ,          ,          ,          ,          ,  -4062237
 DSO 2      409,          ,          ,          ,          ,0.389     ,0.190     ,0.587     ,0.0194    ,  -4053174
 DSO 1      414,0.603     ,0.40      ,1.59      ,0.0496    ,          ,          ,          ,          ,  -4052237
 DSO 2      410,          ,          ,          ,          ,0.250     ,0.210     ,0.409     ,0.0167    ,  -4043174
 DSO 1      415,0.651     ,-0.79     ,-0.60     ,0.0456    ,          ,          ,          ,          ,  -4042237
 DSO 2      411,          ,          ,          ,          ,0.528     ,0.210     ,0.151     ,0.0198    ,  -4033174
 DSO 1      416,0.825     ,-3.17     ,-1.39     ,0.0575    ,          ,          ,          ,          ,  -4032237
 DSO 2      412,          ,          ,          ,          ,0.429     ,0.071     ,0.488     ,0.0143    ,  -4023174
 DSO 1      417,0.683     ,4.37      ,-1.19     ,0.0456    ,          ,          ,          ,          ,  -4022237
 DSO 2      413,          ,          ,          ,          ,0.885     ,0.726     ,0.766     ,0.0214    ,  -4013174
 DSO 1      418,0.857     ,-3.17     ,0.20      ,0.0853    ,          ,          ,          ,          ,  -4012237
 DSO 2      414,          ,          ,          ,          ,0.726     ,0.964     ,0.567     ,0.0187    ,  -4003174
 DSO 1      419,0.492     ,-2.98     ,3.37      ,0.0516    ,          ,          ,          ,          ,  -4002237
 DSO 2      415,          ,          ,          ,          ,0.647     ,0.706     ,0.706     ,0.0258    ,  -3993174
 DSO 1      420,0.571     ,4.17      ,1.79      ,0.0754    ,          ,          ,          ,          ,  -3992237
 DSO 2      416,          ,          ,          ,          ,0.429     ,0.409     ,0.508     ,0.0254    ,  -3983174
 DSO 1      421,0.571     ,-1.39     ,3.77      ,0.0794    ,          ,          ,          ,          ,  -3982237
 DSO 2      417,          ,          ,          ,          ,0.349     ,0.012     ,0.310     ,0.0159    ,  -3973174
 DSO 1      422,0.524     ,-2.38     ,0.60      ,0.0635    ,          ,          ,          ,          ,  -3972237
 DSO 2      418,          ,          ,          ,          ,0.091     ,0.151     ,0.270     ,0.0183    ,  -3963174
 DSO 1      423,0.683     ,-1.98     ,-2.38     ,0.0456    ,          ,          ,          ,          ,  -3962237
 DSO 2      419,          ,          ,          ,          ,0.091     ,0.250     ,0.508     ,0.0190    ,  -3953174
 DSO 1      424,0.524     ,0.40      ,-0.60     ,0.0615    ,          ,          ,          ,          ,  -3952237
 DSO 2      420,          ,          ,          ,          ,0.230     ,0.270     ,0.290     ,0.0175    ,  -3943174
 DSO 1      425,0.683     ,1.39      ,1.39      ,0.0317    ,          ,          ,          ,          ,  -3942237
 DSO 2      421,          ,          ,          ,          ,0.726     ,0.567     ,0.726     ,0.0214    ,  -3933174
 DSO 1      426,0.571     ,2.58      ,-3.37     ,0.0556    ,          ,          ,          ,          ,  -3932237
 DSO 2      422,          ,          ,          ,          ,0.587     ,0.310     ,0.587     ,0.0226    ,  -3923174
 DSO 1      427,0.651     ,-3.17     ,4.76      ,0.0456    ,          ,          ,          ,          ,  -3922237
 DSO 2      423,          ,          ,          ,          ,0.667     ,0.607     ,0.786     ,0.0258    ,  -3913174
 DSO 1      428,0.524     ,-0.99     ,-0.99     ,0.0357    ,          ,          ,          ,          ,  -3912237
 DSO 2      424,          ,          ,          ,          ,0.429     ,0.726     ,0.786     ,0.0210    ,  -3903174
 DSO 1      429,0.603     ,-2.58     ,3.17      ,0.0258    ,          ,          ,          ,          ,  -3902237
 DSO 2      425,          ,          ,          ,          ,0.290     ,-0.067    ,0.409     ,0.0155    ,  -3893174
 DSO 1      430,0.651     ,-1.98     ,0.60      ,0.0179    ,          ,          ,          ,          ,  -3892237
 DSO 2      426,          ,          ,          ,          ,0.389     ,0.131     ,0.250     ,0.0163    ,  -3883174
 DSO 1      431,0.651     ,-0.20     ,0.00      ,0.0575    ,          ,          ,          ,          ,  -3882237
 DSO 2      427,          ,          ,          ,          ,0.071     ,-0.087    ,0.329     ,0.0183    ,  -3873174
 DSO 1      432,0.714     ,-2.58     ,1.19      ,0.0317    ,          ,          ,          ,          ,  -3872237
 DSO 2      428,          ,          ,          ,          ,0.349     ,0.310     ,0.409     ,0.0187    ,  -3863174
 DSO 1      433,0.762     ,-0.79     ,0.99      ,0.0575    ,          ,          ,          ,          ,  -3862237
 DSO 2      429,          ,          ,          ,          ,0.667     ,0.667     ,0.607     ,0.0147    ,  -3853174
 DSO 1      434,1.000     ,0.60      ,-1.79     ,0.0516    ,          ,          ,          ,          ,  -3852237
 DSO 2      430,          ,          ,          ,          ,0.687     ,0.647     ,0.786     ,0.0198    ,  -3843174
 DSO 1      435,0.397     ,-4.56     ,3.57      ,0.0556    ,          ,          ,          ,          ,  -3842237
 DSO 2      431,          ,          ,          ,          ,0.667     ,0.429     ,0.607     ,0.0194    ,  -3833174
 DSO 1      436,0.460     ,0.99      ,1.59      ,0.0456    ,          ,          ,          ,          ,  -3832237
 DSO 2      432,          ,          ,          ,          ,0.647     ,0.310     ,0.230     ,0.0163    ,  -3823174
 DSO 1      437,0.460     ,2.38      ,4.76      ,0.0456    ,          ,          ,          ,          ,  -3822237
 DSO 2      433,          ,          ,          ,          ,0.548     ,0.667     ,0.905     ,0.0202    ,  -3813174
 DSO 1      438,0.698     ,-4.37     ,3.17      ,0.0218    ,          ,          ,          ,          ,  -3812237
 DSO 2      434,          ,          ,          ,          ,-0.067    ,0.111     ,0.310     ,0.0167    ,  -3803174
 DSO 1      439,0.524     ,-1.79     ,-0.60     ,0.0516    ,          ,          ,          ,          ,  -3802237
 DSO 2      435,          ,          ,          ,          ,0.190     ,0.290     ,0.151     ,0.0139    ,  -3793174
 DSO 1      440,0.667     ,3.17      ,-2.78     ,0.0655    ,          ,          ,          ,          ,  -3792237
 DSO 2      436,          ,          ,          ,          ,0.508     ,-0.008    ,0.627     ,0.0246    ,  -3783174
 DSO 1      441,0.667     ,-1.19     ,-0.79     ,0.0893    ,          ,          ,          ,          ,  -3782237
 DSO 2      437,          ,          ,          ,          ,-0.048    ,0.052     ,0.548     ,0.0183    ,  -3773174
 DSO 1      442,0.571     ,0.20      ,1.39      ,0.0635    ,          ,          ,          ,          ,  -3772237
 DSO 2      438,          ,          ,          ,          ,0.786     ,0.508     ,0.706     ,0.0206    ,  -3763174
 DSO 1      443,0.556     ,-2.58     ,1.79      ,0.0476    ,          ,          ,          ,          ,  -3762237
 DSO 2      439,          ,          ,          ,          ,0.647     ,0.369     ,0.587     ,0.0286    ,  -3753174
 DSO 1      444,0.714     ,-3.37     ,1.79      ,0.0278    ,          ,          ,          ,          ,  -3752237
 DSO 2      440,          ,          ,          ,          ,0.687     ,0.488     ,0.627     ,0.0183    ,  -3743174
 DSO 1      445,0.460     ,-2.38     ,3.17      ,0.0496    ,          ,          ,          ,          ,  -3742237
 DSO 2      441,          ,          ,          ,          ,0.667     ,0.726     ,0.607     ,0.0226    ,  -3733174
 DSO 1      446,0.603     ,0.00      ,1.59      ,0.0476    ,          ,          ,          ,          ,  -3732237
 DSO 2      442,          ,          ,          ,          ,0.409     ,0.111     ,0.171     ,0.0190    ,  -3723174
 DSO 1      447,0.889     ,1.19      ,-1.39     ,0.0258    ,          ,          ,          ,          ,  -3722237
 DSO 2      443,          ,          ,          ,          ,0.151     ,0.131     ,0.389     ,0.0163    ,  -3713174
 DSO 1      448,0.762     ,-0.40     ,0.40      ,0.0556    ,          ,          ,          ,          ,  -3712237
 DSO 2      444,          ,          ,          ,          ,0.270     ,0.508     ,0.468     ,0.0230    ,  -3703174
 DSO 1      449,0.651     ,1.19      ,0.00      ,0.0496    ,          ,          ,          ,          ,  -3702237
 DSO 2      445,          ,          ,          ,          ,0.329     ,0.071     ,0.567     ,0.0179    ,  -3693174
 DSO 1      450,0.429     ,0.00      ,-2.58     ,0.0496    ,          ,          ,          ,          ,  -3692237
 DSO 2      446,          ,          ,          ,          ,0.528     ,0.746     ,0.825     ,0.0171    ,  -3683174
 DSO 1      451,0.556     ,-2.98     ,2.38      ,0.0278    ,          ,          ,          ,          ,  -3682237
 DSO 2      447,          ,          ,          ,          ,0.746     ,0.528     ,0.587     ,0.0218    ,  -3673174
 DSO 1      452,0.444     ,-2.38     ,0.20      ,0.0595    ,          ,          ,          ,          ,  -3672237
 DSO 2      448,          ,          ,          ,          ,0.488     ,0.270     ,0.687     ,0.0238    ,  -3663174
 DSO 1      453,0.857     ,-3.57     ,1.98      ,0.0655    ,          ,          ,          ,          ,  -3662237
 DSO 2      449,          ,          ,          ,          ,0.687     ,0.528     ,0.567     ,0.0222    ,  -3653174
 DSO 1      454,0.683     ,0.20      ,3.57      ,0.0437    ,          ,          ,          ,          ,  -3652237
 DSO 2      450,          ,          ,          ,          ,0.270     ,-0.048    ,0.171     ,0.0143    ,  -3643174
 DSO 1      455,0.825     ,1.19      ,-1.39     ,0.0575    ,          ,          ,          ,          ,  -3642237
 DSO 2      451,          ,          ,          ,          ,0.329     ,0.230     ,0.171     ,0.0119    ,  -3633174
 DSO 1      456,0.524     ,-1.39     ,1.79      ,0.0397    ,          ,          ,          ,          ,  -3632237
 DSO 2      452,          ,          ,          ,          ,0.131     ,0.012     ,0.488     ,0.0163    ,  -3623174
 DSO 1      457,0.492     ,0.00      ,-0.99     ,0.0714    ,          ,          ,          ,          ,  -3622237
 DSO 2      453,          ,          ,          ,          ,0.290     ,0.032     ,0.567     ,0.0107    ,  -3613174
 DSO 1      458,0.810     ,2.38      ,-0.20     ,0.0694    ,          ,          ,          ,          ,  -3612237
 DSO 2      454,          ,          ,          ,          ,0.885     ,0.766     ,0.567     ,0.0179    ,  -3603174
 DSO 1      459,0.111     ,-1.59     ,-3.57     ,0.0655    ,          ,          ,          ,          ,  -3602237
 DSO 2      455,          ,          ,          ,          ,0.944     ,0.627     ,0.825     ,0.0234    ,  -3593174
 DSO 1      460,0.524     ,-0.99     ,1.59      ,0.0536    ,          ,          ,          ,          ,  -3592237
 DSO 2      456,          ,          ,          ,          ,0.706     ,0.329     ,0.845     ,0.0183    ,  -3583174
 DSO 1      461,0.540     ,-4.76     ,1.19      ,0.0456    ,          ,          ,          ,          ,  -3582237
 DSO 2      457,          ,          ,          ,          ,0.845     ,0.607     ,0.964     ,0.0183    ,  -3573174
 DSO 1      462,0.603     ,2.18      ,1.79      ,0.0476    ,          ,          ,          ,          ,  -3572237
 DSO 2      458,          ,          ,          ,          ,0.032     ,-0.167    ,0.468     ,0.0175    ,  -3563174
 DSO 1      463,0.429     ,1.19      ,-0.79     ,0.0734    ,          ,          ,          ,          ,  -3562237
 DSO 2      459,          ,          ,          ,          ,0.349     ,0.151     ,0.071     ,0.0147    ,  -3553174
 DSO 1      464,0.746     ,-0.60     ,0.79      ,0.0575    ,          ,          ,          ,          ,  -3552237
 DSO 2      460,          ,          ,          ,          ,0.528     ,0.210     ,0.786     ,0.0123    ,  -3543174
 DSO 1      465,0.571     ,-0.79     ,-1.98     ,0.0556    ,          ,          ,          ,          ,  -3542237
 DSO 2      461,          ,          ,          ,          ,0.310     ,0.210     ,0.349     ,0.0163    ,  -3533174
 DSO 1      466,0.476     ,0.79      ,-0.99     ,0.0794    ,          ,          ,          ,          ,  -3532237
 DSO 2      462,          ,          ,          ,          ,0.865     ,0.567     ,0.607     ,0.0222    ,  -3523174
 DSO 1      467,0.603     ,0.00      ,-1.19     ,0.0734    ,          ,          ,          ,          ,  -3522237
 DSO 2      463,          ,          ,          ,          ,0.766     ,0.349     ,0.667     ,0.0222    ,  -3513174
 DSO 1      468,0.444     ,-2.78     ,4.56      ,0.0754    ,          ,          ,          ,          ,  -3512237
 DSO 2      464,          ,          ,          ,          ,0.389     ,0.468     ,0.905     ,0.0190    ,  -3503174
 DSO 1      469,0.635     ,-4.96     ,0.40      ,0.0476    ,          ,          ,          ,          ,  -3502237
 DSO 2      465,          ,          ,          ,          ,0.607     ,0.548     ,0.567     ,0.0187    ,  -3493174
 DSO 1      470,0.619     ,-0.40     ,4.17      ,0.0635    ,          ,          ,          ,          ,  -3492237
 DSO 2      466,          ,          ,          ,          ,0.310     ,0.706     ,0.786     ,0.0214    ,  -3483174
 DSO 1      471,0.460     ,-0.79     ,2.98      ,0.0456    ,          ,          ,          ,          ,  -3482237
 DSO 2      467,          ,          ,          ,          ,0.290     ,0.290     ,0.409     ,0.0143    ,  -3473174
 DSO 1      472,0.492     ,-2.18     ,-1.19     ,0.0754    ,          ,          ,          ,          ,  -3472237
 DSO 2      468,          ,          ,          ,          ,0.409     ,0.111     ,0.567     ,0.0210    ,  -3463174
 DSO 1      473,0.698     ,0.00      ,-0.79     ,0.0635    ,          ,          ,          ,          ,  -3462237
 DSO 2      469,          ,          ,          ,          ,0.151     ,-0.107    ,0.508     ,0.0214    ,  -3453174
 DSO 1      474,0.762     ,-1.39     ,-1.79     ,0.0456    ,          ,          ,          ,          ,  -3452237
 DSO 2      470,          ,          ,          ,          ,0.250     ,0.131     ,0.369     ,0.0159    ,  -3443174
 DSO 1      475,0.714     ,-1.19     ,-2.98     ,0.0675    ,          ,          ,          ,          ,  -3442237
 DSO 2      471,          ,          ,          ,          ,0.369     ,0.687     ,0.706     ,0.0171    ,  -3433174
 DSO 1      476,0.429     ,-0.99     ,0.99      ,0.0575    ,          ,          ,          ,          ,  -3432237
 DSO 2      472,          ,          ,          ,          ,0.627     ,0.210     ,1.143     ,0.0187    ,  -3423174
 DSO 1      477,0.571     ,-4.96     ,0.99      ,0.0575    ,          ,          ,          ,          ,  -3422237
 DSO 2      473,          ,          ,          ,          ,0.349     ,0.706     ,0.845     ,0.0214    ,  -3413174
 DSO 1      478,0.683     ,-0.20     ,3.57      ,0.0714    ,          ,          ,          ,          ,  -3412237
 DSO 2      474,          ,          ,          ,          ,0.429     ,0.687     ,0.825     ,0.0246    ,  -3403174
 DSO 1      479,0.556     ,-1.59     ,0.99      ,0.0476    ,          ,          ,          ,          ,  -3402237
 DSO 2      475,          ,          ,          ,          ,0.131     ,-0.087    ,0.230     ,0.0202    ,  -3393174
 DSO 1      480,0.556     ,1.19      ,-1.19     ,0.0397    ,          ,          ,          ,          ,  -3392237
 DSO 2      476,          ,          ,          ,          ,0.349     ,0.230     ,0.607     ,0.0135    ,  -3383174
 DSO 1      481,0.651     ,-2.78     ,-1.98     ,0.0456    ,          ,          ,          ,          ,  -3382237
 DSO 2      477,          ,          ,          ,          ,0.230     ,0.171     ,0.389     ,0.0175    ,  -3373174
 DSO 1      482,0.730     ,1.39      ,1.39      ,0.0694    ,          ,          ,          ,          ,  -3372237
 DSO 2      478,          ,          ,          ,          ,0.389     ,-0.008    ,0.329     ,0.0218    ,  -3363174
 DSO 1      483,0.730     ,1.79      ,-4.96     ,0.0655    ,          ,          ,          ,          ,  -3362237
 DSO 2      479,          ,          ,          ,          ,0.429     ,0.290     ,0.825     ,0.0190    ,  -3353174
 DSO 1      484,0.540     ,-0.20     ,0.40      ,0.0556    ,          ,          ,          ,          ,  -3352237
 DSO 2      480,          ,          ,          ,          ,0.647     ,0.389     ,0.726     ,0.0147    ,  -3343174
 DSO 1      485,0.571     ,-4.56     ,1.39      ,0.0635    ,          ,          ,          ,          ,  -3342237
 DSO 2      481,          ,          ,          ,          ,0.627     ,0.548     ,0.687     ,0.0190    ,  -3333174
 DSO 1      486,0.492     ,0.40      ,-0.99     ,0.0317    ,          ,          ,          ,          ,  -3332237
 DSO 2      482,          ,          ,          ,          ,0.766     ,0.607     ,0.667     ,0.0254    ,  -3323174
 DSO 1      487,0.492     ,-1.39     ,0.20      ,0.0456    ,          ,          ,          ,          ,  -3322237
 DSO 2      483,          ,          ,          ,          ,0.389     ,0.032     ,0.488     ,0.0171    ,  -3313174
 DSO 1      488,0.651     ,-2.98     ,-2.78     ,0.0575    ,          ,          ,          ,          ,  -3312237
 DSO 2      484,          ,          ,          ,          ,0.111     ,0.190     ,0.270     ,0.0206    ,  -3303174
 DSO 1      489,0.619     ,-0.40     ,-3.37     ,0.0675    ,          ,          ,          ,          ,  -3302237
 DSO 2      485,          ,          ,          ,          ,0.250     ,0.012     ,0.448     ,0.0206    ,  -3293174
 DSO 1      490,0.524     ,-1.39     ,0.99      ,0.0476    ,          ,          ,          ,          ,  -3292237
 DSO 2      486,          ,          ,          ,          ,0.111     ,0.230     ,0.389     ,0.0159    ,  -3283174
 DSO 1      491,0.698     ,-0.20     ,-2.38     ,0.0556    ,          ,          ,          ,          ,  -3282237
 DSO 2      487,          ,          ,          ,          ,0.766     ,0.567     ,0.627     ,0.0274    ,  -3273174
 DSO 1      492,0.603     ,-1.19     ,-0.20     ,0.0536    ,          ,          ,          ,          ,  -3272237
 DSO 2      488,          ,          ,          ,          ,0.726     ,0.409     ,0.706     ,0.0179    ,  -3263174
 DSO 1      493,0.667     ,-2.58     ,0.00      ,0.0655    ,          ,          ,          ,          ,  -3262237
 DSO 2      489,          ,          ,          ,          ,0.448     ,0.607     ,0.567     ,0.0167    ,  -3253174
 DSO 1      494,0.571     ,-4.17     ,3.57      ,0.0377    ,          ,          ,          ,          ,  -3252237
 DSO 2      490,          ,          ,          ,          ,0.687     ,0.746     ,0.607     ,0.0242    ,  -3243174
 DSO 1      495,0.603     ,0.60      ,2.18      ,0.0417    ,          ,          ,          ,          ,  -3242237
 DSO 2      491,          ,          ,          ,          ,0.468     ,0.111     ,0.290     ,0.0159    ,  -3233174
 DSO 1      496,0.476     ,0.99      ,3.57      ,0.0556    ,          ,          ,          ,          ,  -3232237
 DSO 2      492,          ,          ,          ,          ,0.389     ,-0.067    ,0.290     ,0.0171    ,  -3223174
 DSO 1      497,0.730     ,-2.98     ,-4.17     ,0.0694    ,          ,          ,          ,          ,  -3222237
 DSO 2      493,          ,          ,          ,          ,0.488     ,0.210     ,0.587     ,0.0171    ,  -3213174
 DSO 1      498,0.651     ,-2.38     ,-1.19     ,0.0635    ,          ,          ,          ,          ,  -3212237
 DSO 2      494,          ,          ,          ,          ,0.409     ,0.290     ,0.488     ,0.0262    ,  -3203174
 DSO 1      499,0.524     ,2.58      ,-1.98     ,0.0575    ,          ,          ,          ,          ,  -3202237
 DSO 2      495,          ,          ,          ,          ,0.647     ,0.349     ,0.806     ,0.0179    ,  -3193174
 DSO 1      500,0.698     ,-0.60     ,-2.38     ,0.0496    ,          ,          ,          ,          ,  -3192237
 DSO 2      496,          ,          ,          ,          ,0.548     ,0.825     ,0.627     ,0.0198    ,  -3183174
 DSO 1      501,0.635     ,0.40      ,0.00      ,0.0833    ,          ,          ,          ,          ,  -3182237
 DSO 2      497,          ,          ,          ,          ,0.429     ,0.329     ,0.508     ,0.0179    ,  -3173174
 DSO 1      502,0.524     ,-4.37     ,0.79      ,0.0357    ,          ,          ,          ,          ,  -3172237
 DSO 2      498,          ,          ,          ,          ,0.647     ,0.448     ,0.726     ,0.0286    ,  -3163174
 DSO 1      503,0.857     ,-0.40     ,0.60      ,0.0595    ,          ,          ,          ,          ,  -3162237
 DSO 2      499,          ,          ,          ,          ,0.587     ,0.389     ,0.746     ,0.0242    ,  -3153174
 DSO 1      504,0.905     ,-2.58     ,0.20      ,0.0377    ,          ,          ,          ,          ,  -3152237
 DSO 2      500,          ,          ,          ,          ,0.310     ,-0.048    ,0.429     ,0.0155    ,  -3143174
 DSO 1      505,0.603     ,-1.39     ,0.20      ,0.0456    ,          ,          ,          ,          ,  -3142237
 DSO 2      501,          ,          ,          ,          ,0.131     ,0.052     ,0.389     ,0.0139    ,  -3133174
 DSO 1      506,0.635     ,-3.17     ,0.20      ,0.0397    ,          ,          ,          ,          ,  -3132237
 DSO 2      502,          ,          ,          ,          ,0.369     ,0.290     ,0.508     ,0.0198    ,  -3123174
 DSO 1      507,0.746     ,1.39      ,-3.17     ,0.0833    ,          ,          ,          ,          ,  -3122237
 DSO 2      503,          ,          ,          ,          ,0.468     ,0.091     ,0.409     ,0.0107    ,  -3113174
 DSO 1      508,0.524     ,-1.39     ,-0.20     ,0.0516    ,          ,          ,          ,          ,  -3112237
