               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,          
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  , Timestamp
 DSO 2     1685,          ,          ,          ,          ,0.468     ,0.329     ,0.548     ,0.0179    ,   8706826
 DSO 1     1690,2.190     ,-4.17     ,0.79      ,0.0278    ,          ,          ,          ,          ,   8707763
 DSO 2     1686,          ,          ,          ,          ,0.667     ,0.488     ,0.706     ,0.0317    ,   8716826
 DSO 1     1691,2.397     ,-0.40     ,0.60      ,0.0476    ,          ,          ,          ,          ,   8717763
 DSO 2     1687,          ,          ,          ,          ,0.687     ,0.429     ,0.766     ,0.0254    ,   8726826
 DSO 1     1692,2.444     ,-2.38     ,0.00      ,0.0377    ,          ,          ,          ,          ,   8727763
 DSO 2     1688,          ,          ,          ,          ,0.329     ,-0.008    ,0.508     ,0.0127    ,   8736826
 DSO 1     1693,2.175     ,-1.59     ,0.40      ,0.0456    ,          ,          ,          ,          ,   8737763
 DSO 2     1689,          ,          ,          ,          ,0.171     ,0.032     ,0.409     ,0.0139    ,   8746826
 DSO 1     1694,2.302     ,-3.37     ,-0.60     ,0.0397    ,          ,          ,          ,          ,   8747763
 DSO 2     1690,          ,          ,          ,          ,0.409     ,0.310     ,0.528     ,0.0234    ,   8756826
 DSO 1     1695,2.317     ,0.99      ,-3.57     ,0.0873    ,          ,          ,          ,          ,   8757763
 DSO 2     1691,          ,          ,          ,          ,0.508     ,0.111     ,0.468     ,0.0123    ,   8766826
 DSO 1     1696,2.079     ,-1.79     ,-0.60     ,0.0575    ,          ,          ,          ,          ,   8767763
 DSO 2     1692,          ,          ,          ,          ,0.627     ,0.528     ,0.865     ,0.0147    ,   8776826
 DSO 1     1697,2.175     ,-4.17     ,1.19      ,0.0734    ,          ,          ,          ,          ,   8777763
 DSO 2     1693,          ,          ,          ,          ,0.667     ,0.429     ,0.548     ,0.0135    ,   8786826
 DSO 1     1698,2.079     ,-1.98     ,1.39      ,0.0357    ,          ,          ,          ,          ,   8787763
 DSO 2     1694,          ,          ,          ,          ,0.508     ,0.587     ,0.647     ,0.0214    ,   8796826
 DSO 1     1699,2.143     ,-1.98     ,3.17      ,0.0556    ,          ,          ,          ,          ,   8797763
 DSO 2     1695,          ,          ,          ,          ,0.607     ,0.389     ,0.806     ,0.0167    ,   8806826
 DSO 1     1700,2.206     ,-1.39     ,2.98      ,0.0357    ,          ,          ,          ,          ,   8807763
 DSO 2     1696,          ,          ,          ,          ,0.409     ,0.190     ,0.607     ,0.0202    ,   8816826
 DSO 1     1701,2.063     ,0.00      ,1.39      ,0.0536    ,          ,          ,          ,          ,   8817763
 DSO 2     1697,          ,          ,          ,          ,0.290     ,0.250     ,0.429     ,0.0159    ,   8826826
 DSO 1     1702,2.127     ,-0.99     ,-0.79     ,0.0516    ,          ,          ,          ,          ,   8827763
 DSO 2     1698,          ,          ,          ,          ,0.548     ,0.210     ,0.171     ,0.0190    ,   8836826
 DSO 1     1703,2.381     ,-3.17     ,-1.19     ,0.0615    ,          ,          ,          ,          ,   8837763
 DSO 2     1699,          ,          ,          ,          ,0.448     ,0.111     ,0.548     ,0.0155    ,   8846826
 DSO 1     1704,2.270     ,4.37      ,-1.59     ,0.0516    ,          ,          ,          ,          ,   8847763
 DSO 2     1700,          ,          ,          ,          ,0.925     ,0.766     ,0.806     ,0.0202    ,   8856826
 DSO 1     1705,2.317     ,-3.37     ,0.20      ,0.0873    ,          ,          ,          ,          ,   8857763
 DSO 2     1701,          ,          ,          ,          ,0.786     ,0.984     ,0.627     ,-0.0008   ,   8866826
 DSO 1     1706,1.921     ,-3.17     ,3.37      ,0.0476    ,          ,          ,          ,          ,   8867763
 DSO 2     1702,          ,          ,          ,          ,0.647     ,0.706     ,0.706     ,0.0611    ,   8876826
 DSO 1     1707,1.540     ,3.97      ,1.59      ,0.0833    ,          ,          ,          ,          ,   8877763
 DSO 2     1703,          ,          ,          ,          ,0.448     ,0.389     ,0.528     ,0.0036    ,   8886826
 DSO 1     1708,2.000     ,-1.59     ,3.57      ,0.0794    ,          ,          ,          ,          ,   8887763
 DSO 2     1704,          ,          ,          ,          ,0.429     ,0.052     ,0.349     ,-0.0008   ,   8896826
 DSO 1     1709,2.143     ,-2.58     ,0.79      ,0.0575    ,          ,          ,          ,          ,   8897763
 DSO 2     1705,          ,          ,          ,          ,0.131     ,0.151     ,0.310     ,0.0401    ,   8906826
 DSO 1     1710,2.222     ,-1.98     ,-2.58     ,0.0437    ,          ,          ,          ,          ,   8907763
 DSO 2     1706,          ,          ,          ,          ,0.131     ,0.230     ,0.548     ,-0.0008   ,   8916826
 DSO 1     1711,1.810     ,0.60      ,-0.60     ,0.0556    ,          ,          ,          ,          ,   8917763
 DSO 2     1707,          ,          ,          ,          ,0.270     ,0.349     ,0.329     ,0.0202    ,   8926826
 DSO 1     1712,2.444     ,1.59      ,1.39      ,0.0238    ,          ,          ,          ,          ,   8927763
 DSO 2     1708,          ,          ,          ,          ,0.766     ,0.607     ,0.746     ,0.0040    ,   8936826
 DSO 1     1713,2.365     ,2.58      ,-3.37     ,0.0556    ,          ,          ,          ,          ,   8937763
 DSO 2     1709,          ,          ,          ,          ,0.627     ,0.310     ,0.627     ,-0.0008   ,   8946826
 DSO 1     1714,2.000     ,-2.98     ,4.76      ,0.0595    ,          ,          ,          ,          ,   8947763
 DSO 2     1710,          ,          ,          ,          ,0.647     ,0.587     ,0.825     ,0.0357    ,   8956826
 DSO 1     1715,1.889     ,-1.19     ,-0.79     ,0.0536    ,          ,          ,          ,          ,   8957763
 DSO 2     1711,          ,          ,          ,          ,0.468     ,0.786     ,0.825     ,-0.0008   ,   8966826
 DSO 1     1716,1.984     ,-2.58     ,2.98      ,0.0317    ,          ,          ,          ,          ,   8967763
 DSO 2     1712,          ,          ,          ,          ,0.329     ,-0.048    ,0.429     ,0.0488    ,   8976826
 DSO 1     1717,1.984     ,-1.98     ,0.60      ,0.0337    ,          ,          ,          ,          ,   8977763
 DSO 2     1713,          ,          ,          ,          ,0.448     ,0.151     ,0.250     ,-0.0008   ,   8986826
 DSO 1     1718,2.206     ,-0.20     ,0.20      ,0.0655    ,          ,          ,          ,          ,   8987763
 DSO 2     1714,          ,          ,          ,          ,0.091     ,-0.107    ,0.329     ,0.0325    ,   8996826
 DSO 1     1719,2.333     ,-2.58     ,0.99      ,0.0298    ,          ,          ,          ,          ,   8997763
 DSO 2     1715,          ,          ,          ,          ,0.389     ,0.290     ,0.429     ,-0.0008   ,   9006826
 DSO 1     1720,2.365     ,-0.99     ,0.99      ,0.0675    ,          ,          ,          ,          ,   9007763
 DSO 2     1716,          ,          ,          ,          ,0.687     ,0.667     ,0.627     ,0.0155    ,   9016826
 DSO 1     1721,2.683     ,0.99      ,-1.98     ,0.0516    ,          ,          ,          ,          ,   9017763
 DSO 2     1717,          ,          ,          ,          ,0.706     ,0.647     ,0.786     ,0.0278    ,   9026826
 DSO 1     1722,2.016     ,-4.37     ,3.97      ,0.0516    ,          ,          ,          ,          ,   9027763
 DSO 2     1718,          ,          ,          ,          ,0.687     ,0.409     ,0.607     ,0.0107    ,   9036826
 DSO 1     1723,2.032     ,0.99      ,1.59      ,0.0456    ,          ,          ,          ,          ,   9037763
 DSO 2     1719,          ,          ,          ,          ,0.627     ,0.349     ,0.210     ,0.0179    ,   9046826
 DSO 1     1724,2.063     ,2.18      ,4.76      ,0.0476    ,          ,          ,          ,          ,   9047763
 DSO 2     1720,          ,          ,          ,          ,0.548     ,0.667     ,0.925     ,0.0028    ,   9056826
 DSO 1     1725,2.286     ,-4.37     ,2.78      ,0.0258    ,          ,          ,          ,          ,   9057763
 DSO 2     1721,          ,          ,          ,          ,-0.008    ,0.111     ,0.369     ,0.0234    ,   9066826
 DSO 1     1726,2.000     ,-1.79     ,-0.40     ,0.0556    ,          ,          ,          ,          ,   9067763
 DSO 2     1722,          ,          ,          ,          ,0.210     ,0.349     ,0.171     ,0.0016    ,   9076826
 DSO 1     1727,2.270     ,3.37      ,-2.98     ,0.0635    ,          ,          ,          ,          ,   9077763
 DSO 2     1723,          ,          ,          ,          ,0.528     ,0.012     ,0.607     ,0.0230    ,   9086826
 DSO 1     1728,2.254     ,-1.19     ,-0.99     ,0.0913    ,          ,          ,          ,          ,   9087763
 DSO 2     1724,          ,          ,          ,          ,-0.087    ,0.052     ,0.548     ,0.0202    ,   9096826
 DSO 1     1729,2.095     ,0.79      ,0.79      ,0.0675    ,          ,          ,          ,          ,   9097763
 DSO 2     1725,          ,          ,          ,          ,0.825     ,0.528     ,0.706     ,0.0159    ,   9106826
 DSO 1     1730,2.032     ,-2.38     ,1.59      ,0.0536    ,          ,          ,          ,          ,   9107763
 DSO 2     1726,          ,          ,          ,          ,0.647     ,0.349     ,0.627     ,0.0258    ,   9116826
 DSO 1     1731,2.286     ,-3.37     ,1.59      ,0.0357    ,          ,          ,          ,          ,   9117763
 DSO 2     1727,          ,          ,          ,          ,0.726     ,0.468     ,0.647     ,0.0139    ,   9126826
 DSO 1     1732,1.921     ,-2.38     ,3.17      ,0.0595    ,          ,          ,          ,          ,   9127763
 DSO 2     1728,          ,          ,          ,          ,0.687     ,0.706     ,0.647     ,0.0254    ,   9136826
 DSO 1     1733,2.063     ,0.40      ,1.59      ,0.0575    ,          ,          ,          ,          ,   9137763
 DSO 2     1729,          ,          ,          ,          ,0.429     ,0.131     ,0.190     ,0.0139    ,   9146826
 DSO 1     1734,2.349     ,0.99      ,-1.39     ,0.0357    ,          ,          ,          ,          ,   9147763
 DSO 2     1730,          ,          ,          ,          ,0.171     ,0.151     ,0.468     ,0.0190    ,   9156826
 DSO 1     1735,2.254     ,-0.20     ,0.20      ,0.0675    ,          ,          ,          ,          ,   9157763
 DSO 2     1731,          ,          ,          ,          ,0.310     ,0.508     ,0.488     ,0.0222    ,   9166826
 DSO 1     1736,2.175     ,1.59      ,0.20      ,0.0575    ,          ,          ,          ,          ,   9167763
 DSO 2     1732,          ,          ,          ,          ,0.349     ,0.052     ,0.587     ,0.0175    ,   9176826
 DSO 1     1737,2.000     ,0.20      ,-2.58     ,0.0595    ,          ,          ,          ,          ,   9177763
 DSO 2     1733,          ,          ,          ,          ,0.548     ,0.726     ,0.865     ,0.0171    ,   9186826
 DSO 1     1738,1.984     ,-2.78     ,1.98      ,0.0357    ,          ,          ,          ,          ,   9187763
 DSO 2     1734,          ,          ,          ,          ,0.726     ,0.528     ,0.548     ,0.0222    ,   9196826
 DSO 1     1739,1.873     ,-2.38     ,0.40      ,0.0694    ,          ,          ,          ,          ,   9197763
 DSO 2     1735,          ,          ,          ,          ,0.528     ,0.250     ,0.726     ,0.0238    ,   9206826
 DSO 1     1740,2.397     ,-3.37     ,2.18      ,0.0694    ,          ,          ,          ,          ,   9207763
 DSO 2     1736,          ,          ,          ,          ,0.706     ,0.528     ,0.587     ,0.0206    ,   9216826
 DSO 1     1741,2.238     ,0.40      ,3.77      ,0.0476    ,          ,          ,          ,          ,   9217763
 DSO 2     1737,          ,          ,          ,          ,0.329     ,-0.048    ,0.190     ,0.0147    ,   9226826
 DSO 1     1742,2.270     ,1.19      ,-1.79     ,0.0595    ,          ,          ,          ,          ,   9227763
 DSO 2     1738,          ,          ,          ,          ,0.349     ,0.250     ,0.151     ,0.0115    ,   9236826
 DSO 1     1743,2.079     ,-1.59     ,1.59      ,0.0357    ,          ,          ,          ,          ,   9237763
 DSO 2     1739,          ,          ,          ,          ,0.171     ,0.012     ,0.528     ,0.0171    ,   9246826
 DSO 1     1744,2.095     ,0.00      ,-0.99     ,0.0694    ,          ,          ,          ,          ,   9247763
 DSO 2     1740,          ,          ,          ,          ,0.329     ,0.032     ,0.627     ,0.0095    ,   9256826
 DSO 1     1745,2.413     ,2.18      ,-0.40     ,0.0694    ,          ,          ,          ,          ,   9257763
 DSO 2     1741,          ,          ,          ,          ,0.925     ,0.766     ,0.587     ,0.0179    ,   9266826
 DSO 1     1746,1.730     ,-1.39     ,-3.77     ,0.0615    ,          ,          ,          ,          ,   9267763
 DSO 2     1742,          ,          ,          ,          ,0.964     ,0.667     ,0.885     ,0.0222    ,   9276826
 DSO 1     1747,2.016     ,-0.79     ,1.59      ,0.0556    ,          ,          ,          ,          ,   9277763
 DSO 2     1743,          ,          ,          ,          ,0.726     ,0.369     ,0.885     ,0.0171    ,   9286826
 DSO 1     1748,2.000     ,-4.76     ,0.99      ,0.0476    ,          ,          ,          ,          ,   9287763
 DSO 2     1744,          ,          ,          ,          ,0.885     ,0.567     ,1.004     ,0.0171    ,   9296826
 DSO 1     1749,2.127     ,2.18      ,1.79      ,0.0476    ,          ,          ,          ,          ,   9297763
 DSO 2     1745,          ,          ,          ,          ,0.052     ,-0.127    ,0.488     ,0.0171    ,   9306826
 DSO 1     1750,1.937     ,1.39      ,-0.60     ,0.0794    ,          ,          ,          ,          ,   9307763
 DSO 2     1746,          ,          ,          ,          ,0.389     ,0.171     ,0.091     ,0.0143    ,   9316826
 DSO 1     1751,2.206     ,-0.40     ,0.60      ,0.0655    ,          ,          ,          ,          ,   9317763
 DSO 2     1747,          ,          ,          ,          ,0.567     ,0.250     ,0.766     ,0.0099    ,   9326826
 DSO 1     1752,2.095     ,-0.79     ,-1.98     ,0.0635    ,          ,          ,          ,          ,   9327763
 DSO 2     1748,          ,          ,          ,          ,0.310     ,0.230     ,0.349     ,0.0175    ,   9336826
 DSO 1     1753,2.048     ,0.79      ,-0.99     ,0.0833    ,          ,          ,          ,          ,   9337763
 DSO 2     1749,          ,          ,          ,          ,0.825     ,0.567     ,0.607     ,0.0218    ,   9346826
 DSO 1     1754,2.143     ,-0.40     ,-1.39     ,0.0853    ,          ,          ,          ,          ,   9347763
 DSO 2     1750,          ,          ,          ,          ,0.825     ,0.290     ,0.687     ,0.0234    ,   9356826
 DSO 1     1755,1.857     ,-2.78     ,4.56      ,0.0853    ,          ,          ,          ,          ,   9357763
 DSO 2     1751,          ,          ,          ,          ,0.349     ,0.468     ,0.944     ,0.0190    ,   9366826
 DSO 1     1756,2.063     ,-5.16     ,0.40      ,0.0556    ,          ,          ,          ,          ,   9367763
 DSO 2     1752,          ,          ,          ,          ,0.607     ,0.567     ,0.548     ,0.0190    ,   9376826
 DSO 1     1757,2.016     ,-0.40     ,4.17      ,0.0714    ,          ,          ,          ,          ,   9377763
 DSO 2     1753,          ,          ,          ,          ,0.270     ,0.726     ,0.786     ,0.0206    ,   9386826
 DSO 1     1758,1.857     ,-0.79     ,2.98      ,0.0556    ,          ,          ,          ,          ,   9387763
 DSO 2     1754,          ,          ,          ,          ,0.329     ,0.290     ,0.468     ,0.0147    ,   9396826
 DSO 1     1759,1.857     ,-2.18     ,-1.39     ,0.0853    ,          ,          ,          ,          ,   9397763
 DSO 2     1755,          ,          ,          ,          ,0.468     ,0.131     ,0.587     ,0.0210    ,   9406826
 DSO 1     1760,2.111     ,0.20      ,-0.99     ,0.0754    ,          ,          ,          ,          ,   9407763
 DSO 2     1756,          ,          ,          ,          ,0.190     ,-0.107    ,0.508     ,0.0202    ,   9416826
 DSO 1     1761,2.206     ,-1.59     ,-1.59     ,0.0615    ,          ,          ,          ,          ,   9417763
 DSO 2     1757,          ,          ,          ,          ,0.270     ,0.071     ,0.389     ,0.0163    ,   9426826
 DSO 1     1762,2.175     ,-0.99     ,-2.98     ,0.0774    ,          ,          ,          ,          ,   9427763
 DSO 2     1758,          ,          ,          ,          ,0.389     ,0.647     ,0.726     ,0.0167    ,   9436826
 DSO 1     1763,1.794     ,-0.79     ,0.79      ,0.0635    ,          ,          ,          ,          ,   9437763
 DSO 2     1759,          ,          ,          ,          ,0.627     ,0.210     ,1.183     ,0.0179    ,   9446826
 DSO 1     1764,1.968     ,-4.37     ,1.19      ,0.0635    ,          ,          ,          ,          ,   9447763
 DSO 2     1760,          ,          ,          ,          ,0.369     ,0.667     ,0.845     ,0.0206    ,   9456826
 DSO 1     1765,2.127     ,-0.20     ,3.77      ,0.0774    ,          ,          ,          ,          ,   9457763
 DSO 2     1761,          ,          ,          ,          ,0.448     ,0.667     ,0.865     ,0.0230    ,   9466826
 DSO 1     1766,2.016     ,-1.39     ,1.59      ,0.0496    ,          ,          ,          ,          ,   9467763
 DSO 2     1762,          ,          ,          ,          ,0.151     ,-0.127    ,0.290     ,0.0202    ,   9476826
 DSO 1     1767,1.952     ,1.39      ,-1.19     ,0.0417    ,          ,          ,          ,          ,   9477763
 DSO 2     1763,          ,          ,          ,          ,0.369     ,0.270     ,0.627     ,0.0135    ,   9486826
 DSO 1     1768,2.127     ,-2.78     ,-2.38     ,0.0456    ,          ,          ,          ,          ,   9487763
 DSO 2     1764,          ,          ,          ,          ,0.250     ,0.171     ,0.369     ,0.0179    ,   9496826
 DSO 1     1769,2.206     ,1.19      ,1.19      ,0.0714    ,          ,          ,          ,          ,   9497763
 DSO 2     1765,          ,          ,          ,          ,0.429     ,-0.028    ,0.329     ,0.0226    ,   9506826
 DSO 1     1770,2.238     ,1.59      ,-4.96     ,0.0655    ,          ,          ,          ,          ,   9507763
 DSO 2     1766,          ,          ,          ,          ,0.468     ,0.290     ,0.845     ,0.0187    ,   9516826
 DSO 1     1771,1.921     ,-0.20     ,0.20      ,0.0536    ,          ,          ,          ,          ,   9517763
 DSO 2     1767,          ,          ,          ,          ,0.687     ,0.369     ,0.726     ,0.0131    ,   9526826
 DSO 1     1772,1.984     ,-4.56     ,1.39      ,0.0635    ,          ,          ,          ,          ,   9527763
 DSO 2     1768,          ,          ,          ,          ,0.647     ,0.528     ,0.706     ,0.0187    ,   9536826
 DSO 1     1773,1.937     ,0.40      ,-1.39     ,0.0357    ,          ,          ,          ,          ,   9537763
 DSO 2     1769,          ,          ,          ,          ,0.786     ,0.607     ,0.706     ,0.0262    ,   9546826
 DSO 1     1774,1.921     ,-1.19     ,0.20      ,0.0496    ,          ,          ,          ,          ,   9547763
 DSO 2     1770,          ,          ,          ,          ,0.429     ,0.032     ,0.508     ,0.0163    ,   9556826
 DSO 1     1775,2.016     ,-3.37     ,-2.78     ,0.0635    ,          ,          ,          ,          ,   9557763
 DSO 2     1771,          ,          ,          ,          ,0.091     ,0.210     ,0.329     ,0.0210    ,   9566826
 DSO 1     1776,2.032     ,-0.40     ,-3.17     ,0.0734    ,          ,          ,          ,          ,   9567763
 DSO 2     1772,          ,          ,          ,          ,0.290     ,0.032     ,0.468     ,0.0194    ,   9576826
 DSO 1     1777,1.984     ,-1.59     ,1.19      ,0.0595    ,          ,          ,          ,          ,   9577763
 DSO 2     1773,          ,          ,          ,          ,0.151     ,0.190     ,0.448     ,0.0179    ,   9586826
 DSO 1     1778,2.079     ,-0.40     ,-2.18     ,0.0655    ,          ,          ,          ,          ,   9587763
 DSO 2     1774,          ,          ,          ,          ,0.845     ,0.548     ,0.627     ,0.0262    ,   9596826
 DSO 1     1779,2.000     ,-1.19     ,0.00      ,0.0655    ,          ,          ,          ,          ,   9597763
 DSO 2     1775,          ,          ,          ,          ,0.687     ,0.448     ,0.706     ,0.0175    ,   9606826
 DSO 1     1780,2.032     ,-2.78     ,0.20      ,0.0734    ,          ,          ,          ,          ,   9607763
 DSO 2     1776,          ,          ,          ,          ,0.488     ,0.627     ,0.548     ,0.0266    ,   9616826
 DSO 1     1781,1.952     ,-4.37     ,3.57      ,0.0476    ,          ,          ,          ,          ,   9617763
 DSO 2     1777,          ,          ,          ,          ,0.687     ,0.786     ,0.647     ,0.0377    ,   9626826
 DSO 1     1782,1.921     ,0.40      ,2.18      ,0.0516    ,          ,          ,          ,          ,   9627763
 DSO 2     1778,          ,          ,          ,          ,0.488     ,0.111     ,0.290     ,0.0016    ,   9636826
 DSO 1     1783,1.810     ,1.19      ,3.57      ,0.0635    ,          ,          ,          ,          ,   9637763
 DSO 2     1779,          ,          ,          ,          ,0.448     ,-0.107    ,0.329     ,0.0008    ,   9646826
 DSO 1     1784,2.095     ,-3.17     ,-4.37     ,0.0794    ,          ,          ,          ,          ,   9647763
 DSO 2     1780,          ,          ,          ,          ,0.508     ,0.230     ,0.647     ,0.0361    ,   9656826
 DSO 1     1785,2.063     ,-2.58     ,-1.19     ,0.0734    ,          ,          ,          ,          ,   9657763
 DSO 2     1781,          ,          ,          ,          ,0.468     ,0.290     ,0.548     ,0.0135    ,   9666826
 DSO 1     1786,1.873     ,2.78      ,-1.98     ,0.0635    ,          ,          ,          ,          ,   9667763
 DSO 2     1782,          ,          ,          ,          ,0.627     ,0.310     ,0.825     ,0.0179    ,   9676826
 DSO 1     1787,2.095     ,-0.60     ,-2.58     ,0.0575    ,          ,          ,          ,          ,   9677763
 DSO 2     1783,          ,          ,          ,          ,0.548     ,0.845     ,0.627     ,0.0353    ,   9686826
 DSO 1     1788,1.968     ,0.40      ,-0.20     ,0.0893    ,          ,          ,          ,          ,   9687763
 DSO 2     1784,          ,          ,          ,          ,0.448     ,0.349     ,0.528     ,0.0087    ,   9696826
 DSO 1     1789,1.937     ,-4.37     ,0.99      ,0.0397    ,          ,          ,          ,          ,   9697763
 DSO 2     1785,          ,          ,          ,          ,0.687     ,0.429     ,0.726     ,0.0329    ,   9706826
 DSO 1     1790,2.238     ,-0.40     ,0.99      ,0.0635    ,          ,          ,          ,          ,   9707763
 DSO 2     1786,          ,          ,          ,          ,0.627     ,0.409     ,0.726     ,0.0226    ,   9716826
 DSO 1     1791,2.302     ,-2.38     ,0.00      ,0.0397    ,          ,          ,          ,          ,   9717763
 DSO 2     1787,          ,          ,          ,          ,0.329     ,-0.008    ,0.448     ,0.0210    ,   9726826
 DSO 1     1792,1.952     ,-1.39     ,0.40      ,0.0437    ,          ,          ,          ,          ,   9727763
 DSO 2     1788,          ,          ,          ,          ,0.151     ,0.012     ,0.389     ,0.0139    ,   9736826
 DSO 1     1793,2.000     ,-3.17     ,0.00      ,0.0397    ,          ,          ,          ,          ,   9737763
 DSO 2     1789,          ,          ,          ,          ,0.389     ,0.270     ,0.528     ,0.0155    ,   9746826
 DSO 1     1794,2.143     ,0.99      ,-3.17     ,0.0893    ,          ,          ,          ,          ,   9747763
 DSO 2     1790,          ,          ,          ,          ,0.508     ,0.071     ,0.429     ,0.0107    ,   9756826
 DSO 1     1795,1.968     ,-1.59     ,-0.40     ,0.0536    ,          ,          ,          ,          ,   9757763
 DSO 2     1791,          ,          ,          ,          ,0.647     ,0.548     ,0.885     ,0.0171    ,   9766826
 DSO 1     1796,1.984     ,-4.17     ,1.19      ,0.0754    ,          ,          ,          ,          ,   9767763
 DSO 2     1792,          ,          ,          ,          ,0.647     ,0.429     ,0.548     ,0.0187    ,   9776826
 DSO 1     1797,1.841     ,-1.79     ,1.39      ,0.0317    ,          ,          ,          ,          ,   9777763
 DSO 2     1793,          ,          ,          ,          ,0.508     ,0.567     ,0.627     ,0.0187    ,   9786826
 DSO 1     1798,1.857     ,-1.98     ,3.17      ,0.0595    ,          ,          ,          ,          ,   9787763
 DSO 2     1794,          ,          ,          ,          ,0.587     ,0.389     ,0.806     ,0.0155    ,   9796826
 DSO 1     1799,2.032     ,-1.59     ,3.37      ,0.0357    ,          ,          ,          ,          ,   9797763
 DSO 2     1795,          ,          ,          ,          ,0.389     ,0.190     ,0.587     ,0.0218    ,   9806826
 DSO 1     1800,1.968     ,0.20      ,1.19      ,0.0575    ,          ,          ,          ,          ,   9807763
 DSO 2     1796,          ,          ,          ,          ,0.250     ,0.190     ,0.429     ,0.0210    ,   9816826
 DSO 1     1801,2.000     ,-0.99     ,-0.60     ,0.0556    ,          ,          ,          ,          ,   9817763
 DSO 2     1797,          ,          ,          ,          ,0.528     ,0.230     ,0.171     ,0.0123    ,   9826826
 DSO 1     1802,2.159     ,-3.17     ,-1.19     ,0.0655    ,          ,          ,          ,          ,   9827763
 DSO 2     1798,          ,          ,          ,          ,0.429     ,0.071     ,0.548     ,0.0135    ,   9836826
 DSO 1     1803,2.063     ,4.17      ,-1.39     ,0.0516    ,          ,          ,          ,          ,   9837763
 DSO 2     1799,          ,          ,          ,          ,0.865     ,0.726     ,0.786     ,0.0242    ,   9846826
 DSO 1     1804,2.048     ,-3.57     ,0.20      ,0.0933    ,          ,          ,          ,          ,   9847763
 DSO 2     1800,          ,          ,          ,          ,0.766     ,0.964     ,0.587     ,0.0131    ,   9856826
 DSO 1     1805,1.714     ,-3.17     ,3.57      ,0.0615    ,          ,          ,          ,          ,   9857763
 DSO 2     1801,          ,          ,          ,          ,0.647     ,0.726     ,0.726     ,0.0286    ,   9866826
 DSO 1     1806,1.825     ,3.97      ,1.79      ,0.0853    ,          ,          ,          ,          ,   9867763
 DSO 2     1802,          ,          ,          ,          ,0.429     ,0.369     ,0.508     ,0.0234    ,   9876826
 DSO 1     1807,1.825     ,-0.99     ,3.77      ,0.0913    ,          ,          ,          ,          ,   9877763
 DSO 2     1803,          ,          ,          ,          ,0.389     ,-0.008    ,0.369     ,0.0167    ,   9886826
 DSO 1     1808,1.794     ,-2.58     ,0.60      ,0.0714    ,          ,          ,          ,          ,   9887763
 DSO 2     1804,          ,          ,          ,          ,0.091     ,0.151     ,0.290     ,0.0143    ,   9896826
 DSO 1     1809,1.968     ,-2.18     ,-2.18     ,0.0556    ,          ,          ,          ,          ,   9897763
 DSO 2     1805,          ,          ,          ,          ,0.111     ,0.250     ,0.508     ,0.0171    ,   9906826
 DSO 1     1810,1.841     ,0.00      ,-0.20     ,0.0655    ,          ,          ,          ,          ,   9907763
 DSO 2     1806,          ,          ,          ,          ,0.190     ,0.270     ,0.310     ,0.0190    ,   9916826
 DSO 1     1811,2.032     ,1.19      ,1.59      ,0.0377    ,          ,          ,          ,          ,   9917763
 DSO 2     1807,          ,          ,          ,          ,0.726     ,0.587     ,0.726     ,0.0198    ,   9926826
 DSO 1     1812,1.921     ,2.18      ,-3.17     ,0.0595    ,          ,          ,          ,          ,   9927763
 DSO 2     1808,          ,          ,          ,          ,0.627     ,0.310     ,0.607     ,0.0218    ,   9936826
 DSO 1     1813,1.921     ,-3.37     ,4.96      ,0.0476    ,          ,          ,          ,          ,   9937763
 DSO 2     1809,          ,          ,          ,          ,0.667     ,0.627     ,0.806     ,0.0226    ,   9946826
 DSO 1     1814,1.794     ,-1.19     ,-0.60     ,0.0357    ,          ,          ,          ,          ,   9947763
 DSO 2     1810,          ,          ,          ,          ,0.448     ,0.726     ,0.845     ,0.0226    ,   9956826
 DSO 1     1815,1.921     ,-3.17     ,3.37      ,0.0298    ,          ,          ,          ,          ,   9957763
 DSO 2     1811,          ,          ,          ,          ,0.310     ,-0.087    ,0.409     ,0.0163    ,   9966826
 DSO 1     1816,1.968     ,-2.18     ,0.79      ,0.0198    ,          ,          ,          ,          ,   9967763
 DSO 2     1812,          ,          ,          ,          ,0.409     ,0.151     ,0.270     ,0.0155    ,   9976826
 DSO 1     1817,1.952     ,-0.40     ,0.60      ,0.0595    ,          ,          ,          ,          ,   9977763
 DSO 2     1813,          ,          ,          ,          ,0.111     ,-0.087    ,0.329     ,0.0183    ,   9986826
 DSO 1     1818,2.063     ,-2.58     ,1.19      ,0.0337    ,          ,          ,          ,          ,   9987763
 DSO 2     1814,          ,          ,          ,          ,0.369     ,0.230     ,0.429     ,0.0179    ,   9996826
 DSO 1     1819,2.127     ,-0.99     ,0.99      ,0.0575    ,          ,          ,          ,          ,   9997763
 DSO 2     1815,          ,          ,          ,          ,0.667     ,0.667     ,0.647     ,0.0155    ,  10006826
 DSO 1     1820,2.397     ,0.60      ,-1.79     ,0.0556    ,          ,          ,          ,          ,  10007763
 DSO 2     1816,          ,          ,          ,          ,0.706     ,0.647     ,0.766     ,0.0198    ,  10016826
